    2.00   6    3.6018e+02   8.8183e+02  -3.0270e+03  -2.1451e+03  -1.7850e+03
    1.90   6    3.6168e+02   8.8982e+02  -3.0520e+03  -2.1622e+03  -1.8005e+03
    1.80   6    3.6312e+02   8.9714e+02  -3.0756e+03  -2.1784e+03  -1.8153e+03
    1.70   6    3.6449e+02   9.0380e+02  -3.0975e+03  -2.1937e+03  -1.8293e+03
    1.60   6    3.6579e+02   9.0982e+02  -3.1180e+03  -2.2082e+03  -1.8424e+03
    1.50   6    3.6701e+02   9.1522e+02  -3.1370e+03  -2.2218e+03  -1.8548e+03
    1.40   6    3.6816e+02   9.2003e+02  -3.1545e+03  -2.2345e+03  -1.8663e+03
    1.30   6    3.6923e+02   9.2428e+02  -3.1706e+03  -2.2463e+03  -1.8770e+03
    1.20   6    3.7023e+02   9.2800e+02  -3.1852e+03  -2.2572e+03  -1.8870e+03
    1.10   6    3.7115e+02   9.3123e+02  -3.1985e+03  -2.2673e+03  -1.8961e+03
    1.00   6    3.7200e+02   9.3401e+02  -3.2104e+03  -2.2764e+03  -1.9044e+03
    0.90   6    3.7276e+02   9.3638e+02  -3.2211e+03  -2.2847e+03  -1.9119e+03
    0.80   6    3.7346e+02   9.3838e+02  -3.2305e+03  -2.2921e+03  -1.9187e+03
    0.70   6    3.7407e+02   9.4004e+02  -3.2387e+03  -2.2987e+03  -1.9246e+03
    0.60   6    3.7459e+02   9.4140e+02  -3.2457e+03  -2.3043e+03  -1.9297e+03
    0.50   6    3.7504e+02   9.4249e+02  -3.2516e+03  -2.3091e+03  -1.9341e+03
    0.40   6    3.7542e+02   9.4335e+02  -3.2564e+03  -2.3130e+03  -1.9376e+03
    0.30   6    3.7569e+02   9.4398e+02  -3.2600e+03  -2.3161e+03  -1.9404e+03
    0.20   6    3.7593e+02   9.4449e+02  -3.2627e+03  -2.3182e+03  -1.9423e+03
    0.10   6    3.7604e+02   9.4484e+02  -3.2643e+03  -2.3194e+03  -1.9434e+03
    0.00   6    3.7605e+02   9.4476e+02  -3.2647e+03  -2.3200e+03  -1.9439e+03
